year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,78091.78,9683.23,71196.57,66220.65
2018,78091.78,9766.05,71196.57,67034.38
2019,78173.04,9850.15,71196.57,68661.83
2020,78173.04,9932.28,71196.57,69475.56
2021,78254.3,10028.79,71196.57,71103.01
2022,78254.3,10092.64,71196.57,71916.73
2023,78254.3,10161.99,71196.57,72730.46
2024,78335.56,10235.58,71196.57,73544.19
2025,78335.56,10307.28,71196.57,74357.91
2026,78335.56,10388.95,71196.57,75985.36
2027,78416.82,10536.52,71196.57,77612.82
2028,78416.82,10620.93,71196.57,79240.27
2029,78498.08,10705.5,71196.57,80053.99
2030,78498.08,10790.68,71196.57,81681.45
2031,78579.34,10911.14,71196.57,83308.9
2032,78579.34,10997.18,71196.57,84122.63
2033,78579.34,11090.47,71196.57,85750.08
2034,78660.6,11176.9,71196.57,86563.8
2035,78660.6,11291.09,71196.57,88191.26
2036,78741.87,11408.93,71196.57,89818.71
2037,78741.87,11496.8,71196.57,91446.16
2038,78823.13,11584.26,71196.57,92259.89
2039,78823.13,11690.93,71196.57,93887.34
2040,78904.39,11794.75,71196.57,95514.79
