year,Base case diesel consumed,Modeled residential ashp
2017,25926.9705488,11360.5994469
2018,24017.6016815,9451.23057953
2019,24017.6016815,9451.23057953
2020,24017.6016815,9451.23057953
2021,24017.6016815,9451.23057953
2022,24017.6016815,9451.23057953
2023,24017.6016815,9451.23057953
2024,24017.6016815,9451.23057953
2025,24017.6016815,9451.23057953
2026,24017.6016815,9451.23057953
2027,24017.6016815,9451.23057953
2028,24017.6016815,9451.23057953
2029,24017.6016815,9451.23057953
2030,24017.6016815,9451.23057953
2031,24017.6016815,9451.23057953
