year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,53156.447775,39335.7713535
2018,53156.447775,39335.7713535
2019,53156.447775,39335.7713535
2020,53156.447775,39335.7713535
2021,53156.447775,39335.7713535
2022,53156.447775,39335.7713535
2023,53156.447775,39335.7713535
2024,53156.447775,39335.7713535
2025,53156.447775,39335.7713535
2026,53156.447775,39335.7713535
2027,53156.447775,39335.7713535
2028,53156.447775,39335.7713535
2029,53156.447775,39335.7713535
2030,53156.447775,39335.7713535
2031,53156.447775,39335.7713535
