year,Base case cost,Modeled water and wastewater efficiency
2017,6163.83429543,8712.69528743
2018,6508.3190073,8947.31820745
2019,7012.12847198,9290.79076035
2020,7255.01316634,9456.26053191
2021,7402.44824959,9556.62692816
2022,7527.16014789,9641.55664029
2023,7610.76715316,9698.44548071
2024,7672.32683033,9740.36069666
2025,7762.48861517,9801.8067507
2026,7869.97900799,9875.12059091
2027,7962.95125255,9938.5190707
2028,8029.10417952,9983.62624945
2029,8169.5268256,10079.7917569
2030,8263.73231837,10144.3589515
2031,8388.90160872,10229.9263107
