year,Base case cost,Modeled biomass for heat (cordwood)
2017,186202.346436,211358.326469
2018,200604.416436,222020.413384
2019,220873.996436,237026.313486
2020,231008.786436,244529.263537
2021,237409.706436,249267.968833
2022,242743.806436,253216.889912
2023,246477.676436,255981.134668
2024,249144.726436,257955.595208
2025,252878.596436,260719.839963
2026,257145.876436,263878.976827
2027,260879.746436,266643.221583
2028,263546.796436,268617.682123
2029,267814.076436,271776.818986
2030,270481.126436,273751.279526
2031,274748.406436,276910.41639
2032,,
2033,,
2034,,
2035,,
2036,,
