year,Base case cost,Modeled residential energy efficiency
2017,1210584.17221,1311020.83997
2018,1265535.9865,1354277.55226
2019,1325977.05022,1400800.73183
2020,1358830.56896,1424509.57565
2021,1387525.75932,1445720.30482
2022,1403232.92952,1454563.9418
2023,1412657.23163,1458261.64863
2024,1415378.10769,1455612.90192
2025,1421151.57465,1455593.80823
2026,1433615.77579,1462099.47949
2027,1442963.92664,1466098.56497
2028,1452312.0775,1470186.56832
2029,1425778.95685,1438220.92759
2030,1404964.09761,1412835.966
2031,1400545.22201,1402892.97383
2032,1424674.21791,1421319.51709
2033,1453075.95094,1444356.97874
2034,1483295.8926,1469030.5666
2035,1496485.25677,1477785.71867
2036,1504486.34261,1480389.31813
