year,Base case cost,Modeled biomass for heat (cordwood)
2017,617610.988405,718016.393058
2018,694182.346401,783034.764647
2019,792680.724605,866877.832821
2020,842978.882808,908871.723987
2021,879082.511277,938818.994113
2022,906210.293923,960536.558258
2023,922479.6726,972841.119479
2024,934066.11572,980856.595637
2025,951000.240162,993562.077661
2026,972587.753546,1010612.44072
2027,988802.577516,1023031.13219
2028,1005017.76149,1035489.91324
2029,1008761.15994,1035165.53979
2030,1008454.07818,1031879.07735
2031,1022803.19886,1041885.14886
2032,1050907.52998,1065332.39724
2033,1078922.28062,1089075.51948
2034,1109859.79729,1115425.70028
2035,1125586.28682,1127999.17572
2036,1147105.14597,1144997.21477
