year,population
2003,810.0
2004,801.0
2005,742.0
2006,741.0
2007,697.0
2008,723.0
2009,723.0
2010,755.0
2011,758.0
2012,761.0
2013,770.0
2014,777.0
2015,785.0
2016,795.0
2017,806.0
2018,814.0
2019,817.0
2020,820.0
2021,824.0
2022,825.0
2023,824.0
2024,821.0
2025,819.0
2026,817.0
2027,818.0
2028,819.0
2029,802.0
2030,788.0
2031,780.0
2032,785.0
2033,794.0
2034,801.0
2035,804.0
2036,801.0
2037,792.0
2038,784.0
2039,783.0
2040,785.0
