year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,134377.256685,94203.5299466
2018,134377.256685,94203.5299466
2019,134377.256685,94203.5299466
2020,134377.256685,94203.5299466
2021,134377.256685,94203.5299466
2022,134377.256685,94203.5299466
2023,134377.256685,94203.5299466
2024,134377.256685,94203.5299466
2025,134377.256685,94203.5299466
2026,134377.256685,94203.5299466
2027,134377.256685,94203.5299466
2028,134377.256685,94203.5299466
2029,134377.256685,94203.5299466
2030,134377.256685,94203.5299466
2031,134377.256685,94203.5299466
