year,Base case cost,Modeled non-residential energy efficiency
2017,1198283.44637,1154775.98382
2018,1242098.07192,1192008.44607
2019,1300517.57265,1243279.12224
2020,1329727.32301,1266791.59201
2021,1349200.48992,1281118.48162
2022,1365428.12901,1292449.09251
2023,1375164.71247,1297685.24555
2024,1383278.53201,1301468.43011
2025,1394637.87938,1308440.18902
2026,1407619.99065,1317050.42619
2027,1417356.57411,1322653.25089
2028,1427093.15756,1328342.43605
2029,1438452.50493,1335663.8803
2030,1444943.56056,1338423.91603
2031,1457925.67184,1347456.07221
