year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,76569.2364957,56661.2350068
2018,76569.2364957,56661.2350068
2019,76569.2364957,56661.2350068
2020,76569.2364957,56661.2350068
2021,76569.2364957,56661.2350068
2022,76569.2364957,56661.2350068
2023,76569.2364957,56661.2350068
2024,76569.2364957,56661.2350068
2025,76569.2364957,56661.2350068
2026,76569.2364957,56661.2350068
2027,76569.2364957,56661.2350068
2028,76569.2364957,56661.2350068
2029,76569.2364957,56661.2350068
2030,76569.2364957,56661.2350068
2031,76569.2364957,56661.2350068
