year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,71792.04,8932.99,76569.24,79685.14
2018,72225.56,8937.2,76569.24,80927.7
2019,72659.09,8941.52,76569.24,82170.26
2020,73179.32,8945.83,76569.24,83412.81
2021,73526.14,8950.04,76569.24,84655.37
2022,73959.67,8954.23,76569.24,85897.92
2023,74393.2,8958.38,76569.24,87140.48
2024,74826.72,8962.56,76569.24,89625.59
2025,75260.25,8966.74,76569.24,90868.15
2026,75693.78,8970.92,76569.24,92110.7
2027,76127.31,8975.01,76569.24,93353.26
2028,76560.83,8979.03,76569.24,94595.81
2029,76994.36,8983.65,76569.24,95838.37
2030,77427.89,8988.11,76569.24,97080.93
2031,77861.41,8992.34,76569.24,98323.48
2032,78294.94,8996.02,76569.24,99566.04
2033,78641.76,8999.51,76569.24,100808.59
2034,78988.58,9002.98,76569.24,102051.15
2035,79335.4,9006.56,76569.24,103293.7
2036,79768.93,9010.35,76569.24,104536.26
2037,80115.75,9014.31,76569.24,105778.82
2038,80549.28,9018.17,76569.24,107021.37
2039,80896.1,9021.73,76569.24,108263.93
2040,81242.92,9025.05,76569.24,109506.48
