year,Base case cost,Modeled residential energy efficiency
2017,634445.831913,609994.801712
2018,678770.126057,644504.509815
2019,738784.213022,691729.703949
2020,774205.692993,719726.18494
2021,801529.528617,741449.584143
2022,825486.194246,760618.217126
2023,845917.038961,777072.161214
2024,876894.71058,804377.394019
2025,896579.226728,820440.006227
2026,920565.190495,840095.274127
2027,942106.591628,857859.60143
2028,961097.66285,873626.091347
2029,984513.576846,893105.242831
2030,1003910.0893,909368.019141
2031,1027837.21181,929447.095117
2032,1053515.45202,951067.379362
2033,1079510.99407,973046.766905
2034,1105823.83795,995384.278019
2035,1126366.16258,1013001.99136
2036,1153243.0986,1035982.39023
