year,Base case diesel consumed,Modeled diesel efficiency
2019,72659.0907471,66053.718861
2020,73179.3229004,66526.6571822
2021,73526.1443359,66841.9493963
2022,73959.6711304,67236.064664
2023,74393.1979248,67630.1799316
2024,74826.7247192,68024.2951993
2025,75260.2515137,68418.410467
2026,75693.7783081,68812.5257347
2027,76127.3051025,69206.6410023
2028,76560.831897,69600.75627
2029,76994.3586914,69994.8715377
2030,77427.8854859,70388.9868053
2031,77861.4122803,70783.102073
2032,78294.9390747,71177.2173407
2033,78641.7605103,71492.5095548
2034,78988.5819458,71807.8017689
2035,79335.4033814,72123.0939831
2036,79768.9301758,72517.2092507
2037,80115.7516113,72832.5014649
2038,80549.2784058,73226.6167325
