year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,851100
2004,,0,0,0,0,0,874220
2005,,0,0,0,0,0,828424
2006,,0,0,0,0,0,807100
2007,,0,0,0,0,0,779300
2008,,0,0,0,0,0,959588
2009,,0,0,0,0,0,840963
2010,,0,0,0,0,0,0
2011,,0,0,0,0,0,0
2012,,0,0,0,0,0,789300
2013,,0,0,0,0,0,780300
2014,start of forecast,0,0,0,0,0,814000
2015,,0,0,0,0,0,819000
2016,,0,0,0,0,0,824000
2017,,0,0,0,0,0,828000
2018,,0,0,0,0,0,833000
2019,,0,0,0,0,0,838000
2020,,0,0,0,0,0,844000
2021,,0,0,0,0,0,848000
2022,,0,0,0,0,0,853000
2023,,0,0,0,0,0,858000
2024,,0,0,0,0,0,863000
2025,,0,0,0,0,0,868000
2026,,0,0,0,0,0,873000
2027,,0,0,0,0,0,878000
2028,,0,0,0,0,0,883000
2029,,0,0,0,0,0,888000
2030,,0,0,0,0,0,893000
2031,,0,0,0,0,0,898000
2032,,0,0,0,0,0,903000
2033,,0,0,0,0,0,907000
2034,,0,0,0,0,0,911000
2035,,0,0,0,0,0,915000
2036,,0,0,0,0,0,920000
2037,,0,0,0,0,0,924000
2038,,0,0,0,0,0,929000
2039,,0,0,0,0,0,933000
2040,,0,0,0,0,0,937000
