year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,159417.22744,117323.868306
2018,159417.22744,117323.868306
2019,159417.22744,117323.868306
2020,159417.22744,117323.868306
2021,159417.22744,117323.868306
2022,159417.22744,117323.868306
2023,159417.22744,117323.868306
2024,159417.22744,117323.868306
2025,159417.22744,117323.868306
2026,159417.22744,117323.868306
2027,159417.22744,117323.868306
2028,159417.22744,117323.868306
2029,159417.22744,117323.868306
2030,159417.22744,117323.868306
2031,159417.22744,117323.868306
