year,Base case cost,Modeled diesel efficiency
2019,285020.200009,486166.520583
2020,304870.244865,504212.015907
2021,318670.194534,516757.424697
2022,330759.597678,527747.791192
2023,338360.742485,534657.922834
2024,346582.923552,542132.632895
2025,356302.218087,550968.3552
2026,366958.460629,560655.84842
2027,377046.062029,569826.395147
2028,385559.498315,577565.88268
2029,396573.260491,587578.393749
2030,403970.988954,594303.601442
2031,415520.260065,604802.938816
2032,427524.906399,615716.253665
2033,440063.520635,627114.993879
2034,454025.278759,639807.501265
2035,464381.019884,649221.811378
2036,476986.669051,660681.49244
2037,487234.537873,669997.736823
2038,500465.8464,682026.19912
