year,Base case diesel consumed,Modeled diesel efficiency
2019,92539.025977,84126.3872518
2020,93232.4907845,84756.8098041
2021,94003.0072373,85457.2793066
2022,94773.52369,86157.7488091
2023,95312.885207,86648.0774609
2024,96006.3500145,87278.5000131
2025,97085.0730483,88259.1573167
2026,97855.5895011,88959.6268192
2027,98703.1575991,89730.1432719
2028,99627.7773425,90570.706675
2029,100398.293795,91271.1761775
2030,101245.861893,92041.6926302
2031,102093.429991,92812.209083
2032,103018.049735,93652.772486
2033,103788.566187,94353.2419885
2034,105098.444157,95544.0401428
2035,106023.0639,96384.6035458
2036,106947.683644,97225.1669488
2037,107795.251742,97995.6834016
2038,108796.92313,98906.2937549
