year,Base case diesel consumed,Modeled residential ashp
2017,108285.096302,14788.9368559
2018,110789.104813,17292.9453663
2019,112041.109068,18544.9496215
2020,113293.113323,19796.9538768
2021,114545.117578,21048.958132
2022,115797.121834,22300.9623872
2023,117049.126089,23552.9666424
2024,118301.130344,24804.9708977
2025,120805.138854,27308.9794081
2026,122057.14311,28560.9836634
2027,123309.147365,29812.9879186
2028,125813.155875,32316.996429
2029,127065.160131,33569.0006843
2030,128317.164386,34821.0049395
2031,129569.168641,36073.0091947
