year,Base case cost,Modeled water and wastewater efficiency
2017,38576.0452093,35546.7481102
2018,41018.9292887,37684.3808777
2019,44430.5087848,40669.5911187
2020,46127.57147,42154.2684317
2021,47237.1208671,43124.6513991
2022,48178.1908026,43947.5571446
2023,48759.0293439,44455.3381191
2024,49361.0173946,44981.4492934
2025,50005.0303313,45543.9832487
2026,50795.9967844,46235.3383864
2027,51506.2830945,46856.0399871
2028,52057.6576151,47337.5564591
2029,52847.452902,48027.8969047
2030,53308.8016785,48430.6600925
2031,54119.242657,49138.8942898
