year,Base case cost,Modeled non-residential energy efficiency
2017,253099.783154,274830.038493
2018,267586.737521,287319.61167
2019,287053.582451,304488.060288
2020,296107.92893,311948.901666
2021,302445.971466,316894.52541
2022,307425.862029,320593.72603
2023,310594.883297,322622.85143
2024,313311.187241,324250.721612
2025,316480.208509,326323.053993
2026,320554.664424,329262.463119
2027,323723.685692,331376.000888
2028,326439.989636,333086.305024
2029,330061.728228,335662.254186
2030,332325.314847,336987.818952
2031,336399.770763,340024.359074
