year,Base case diesel consumed,Modeled diesel efficiency
2019,22404.2469484,20367.4972258
2020,22404.2469484,20367.4972258
2021,22500.4025147,20454.911377
2022,22500.4025147,20454.911377
2023,22500.4025147,20454.911377
2024,22596.558081,20542.3255282
2025,22596.558081,20542.3255282
2026,22596.558081,20542.3255282
2027,22692.7136473,20629.7396793
2028,22692.7136473,20629.7396793
2029,22692.7136473,20629.7396793
2030,22788.8692136,20717.1538305
2031,22788.8692136,20717.1538305
2032,22788.8692136,20717.1538305
2033,22885.0247799,20804.5679817
2034,22885.0247799,20804.5679817
2035,22981.1803462,20891.9821329
2036,22981.1803462,20891.9821329
2037,22981.1803462,20891.9821329
2038,23077.3359125,20979.3962841
