year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,2656.9,253265.0,253265.0
2004,,2656.9,247995.0,247995.0
2005,,2656.9,246162.0,246162.0
2006,,2656.9,260552.0,260552.0
2007,,2656.9,280146.0,280146.0
2008,,2656.9,276505.0,276505.0
2009,,2656.9,290538.0,290538.0
2010,,2656.9,293232.0,293232.0
2011,,2656.9,310089.0,310089.0
2012,,2656.9,298713.0,298713.0
2013,,2656.9,258729.0,258729.0
2014,,2656.9,198247.0,198247.0
2015,,2656.9,241174.0,241174.0
2016,start of forecast,2656.9,231000.0,231000.0
2017,,2656.9,232000.0,232000.0
2018,,2656.9,232000.0,232000.0
2019,,2656.9,233000.0,233000.0
2020,,2656.9,233000.0,233000.0
2021,,2656.9,234000.0,234000.0
2022,,2656.9,234000.0,234000.0
2023,,2656.9,234000.0,234000.0
2024,,2656.9,235000.0,235000.0
2025,,2656.9,235000.0,235000.0
2026,,2656.9,235000.0,235000.0
2027,,2656.9,236000.0,236000.0
2028,,2656.9,236000.0,236000.0
2029,,2656.9,236000.0,236000.0
2030,,2656.9,237000.0,237000.0
2031,,2656.9,237000.0,237000.0
2032,,2656.9,237000.0,237000.0
2033,,2656.9,238000.0,238000.0
2034,,2656.9,238000.0,238000.0
2035,,2656.9,239000.0,239000.0
2036,,2656.9,239000.0,239000.0
2037,,2656.9,239000.0,239000.0
2038,,2656.9,240000.0,240000.0
2039,,2656.9,240000.0,240000.0
2040,,2656.9,241000.0,241000.0
