year,Base case diesel consumed,Modeled non-residential ashp
2017,33886.1761536,23720.3233177
2018,33886.1761536,23720.3233177
2019,33886.1761536,23720.3233177
2020,33886.1761536,23720.3233177
2021,33886.1761536,23720.3233177
2022,33886.1761536,23720.3233177
2023,33886.1761536,23720.3233177
2024,33886.1761536,23720.3233177
2025,33886.1761536,23720.3233177
2026,33886.1761536,23720.3233177
2027,33886.1761536,23720.3233177
2028,33886.1761536,23720.3233177
2029,33886.1761536,23720.3233177
2030,33886.1761536,23720.3233177
2031,33886.1761536,23720.3233177
