year,Base case cost,Modeled biomass for heat (cordwood)
2017,164352.253654,186876.083836
2018,175195.773654,194527.193483
2019,189766.753654,204943.032102
2020,196543.953654,209604.439684
2021,201287.993654,212770.698776
2022,205015.453654,215193.290069
2023,207387.473654,216621.468344
2024,209420.633654,217806.723193
2025,211792.653654,219249.990899
2026,214842.393654,221201.654333
2027,217214.413654,222659.312442
2028,219247.573654,223873.356193
2029,221958.453654,225595.295663
2030,223652.753654,226572.183917
2031,226702.493654,228557.768987
2032,,
2033,,
2034,,
2035,,
2036,,
