year,Base case cost,Modeled residential energy efficiency
2017,351860.571292,340692.426098
2018,369127.025948,354210.799707
2019,404269.746875,384645.19286
2020,427679.77302,405418.931516
2021,435708.145584,411366.188492
2022,454719.340771,428583.37375
2023,458852.101715,431297.972572
2024,475317.8665,446453.378493
2025,479569.202107,449323.323761
2026,498229.631093,466441.705768
2027,502599.541363,469465.294006
2028,506345.178738,471970.728854
2029,524889.511954,489112.984424
2030,528095.572621,491200.70182
2031,547653.781196,509299.527837
2032,553577.143534,513778.896412
2033,573592.711524,532365.498751
2034,580343.617608,537612.915727
2035,598757.394711,554894.333057
2036,604985.663325,559736.639868
