year,Base case diesel consumed,Modeled non-residential ashp
2017,8350421.00087,5845346.39454
2018,8350421.00087,5845346.39454
2019,8350421.00087,5845346.39454
2020,8350421.00087,5845346.39454
2021,8350421.00087,5845346.39454
2022,8350421.00087,5845346.39454
2023,8350421.00087,5845346.39454
2024,8350421.00087,5845346.39454
2025,8350421.00087,5845346.39454
2026,8350421.00087,5845346.39454
2027,8350421.00087,5845346.39454
2028,8350421.00087,5845346.39454
2029,8350421.00087,5845346.39454
2030,8350421.00087,5845346.39454
2031,8350421.00087,5845346.39454
