year,Base case diesel consumed,Modeled diesel efficiency
2019,87685.6031274,79714.1846613
2020,87685.6031274,79714.1846613
2021,87685.6031274,79714.1846613
2022,87685.6031274,79714.1846613
2023,87685.6031274,79714.1846613
2024,87685.6031274,79714.1846613
2025,87685.6031274,79714.1846613
2026,87685.6031274,79714.1846613
2027,87685.6031274,79714.1846613
2028,87685.6031274,79714.1846613
2029,87685.6031274,79714.1846613
2030,87685.6031274,79714.1846613
2031,87685.6031274,79714.1846613
2032,87685.6031274,79714.1846613
2033,87685.6031274,79714.1846613
2034,87685.6031274,79714.1846613
2035,87685.6031274,79714.1846613
2036,87685.6031274,79714.1846613
2037,87685.6031274,79714.1846613
2038,87685.6031274,79714.1846613
