year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,8350421.0,6174468.90498
2018,8350421.0,6174468.90498
2019,8350421.0,6174468.90498
2020,8350421.0,6174468.90498
2021,8350421.0,6174468.90498
2022,8350421.0,6174468.90498
2023,8350421.0,6174468.90498
2024,8350421.0,6174468.90498
2025,8350421.0,6174468.90498
2026,8350421.0,6174468.90498
2027,8350421.0,6174468.90498
2028,8350421.0,6174468.90498
2029,8350421.0,6174468.90498
2030,8350421.0,6174468.90498
2031,8350421.0,6174468.90498
2032,,
2033,,
2034,,
2035,,
2036,,
