year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,450650.0,231420.0,219230.0
2004,,476512.0,235375.0,241137.0
2005,,437049.0,229736.0,207313.0
2006,,384335.0,226572.0,157763.0
2007,,422559.0,226406.0,196153.0
2008,,408280.0,236726.0,171554.0
2009,,421232.0,252917.0,168315.0
2010,,410928.0,243137.0,167791.0
2011,,439485.0,265829.0,173656.0
2012,,443786.0,274787.0,168999.0
2013,,444281.0,271123.0,173158.0
2014,start of forecast,419205.0,247268.0,171938.0
2015,,419774.0,247837.0,171938.0
2016,,420289.0,248351.0,171938.0
2017,,420804.0,248866.0,171938.0
2018,,421359.0,249421.0,171938.0
2019,,421948.0,250011.0,171938.0
2020,,422566.0,250628.0,171938.0
2021,,423204.0,251267.0,171938.0
2022,,423910.0,251972.0,171938.0
2023,,424667.0,252730.0,171938.0
2024,,425418.0,253480.0,171938.0
2025,,426160.0,254222.0,171938.0
2026,,426881.0,254943.0,171938.0
2027,,427586.0,255649.0,171938.0
2028,,428261.0,256323.0,171938.0
2029,,428972.0,257034.0,171938.0
2030,,429619.0,257681.0,171938.0
2031,,430297.0,258359.0,171938.0
2032,,430958.0,259021.0,171938.0
2033,,431604.0,259666.0,171938.0
2034,,432238.0,260300.0,171938.0
2035,,432820.0,260882.0,171938.0
2036,,433429.0,261491.0,171938.0
2037,,434023.0,262085.0,171938.0
2038,,434598.0,262660.0,171938.0
2039,,435160.0,263222.0,171938.0
2040,,435683.0,263745.0,171938.0
