year,Base case cost,Modeled non-residential energy efficiency
2017,267251.489934,278506.427009
2018,283910.762487,292971.511835
2019,307618.188813,313976.392463
2020,319151.53135,323744.863482
2021,326840.426375,329979.218833
2022,333247.838896,335049.057645
2023,337092.286408,337768.852842
2024,340295.992668,339915.703417
2025,344781.181433,343266.719388
2026,349907.111449,347228.929682
2027,353751.558962,350024.327803
2028,357596.006474,352837.532327
2029,362081.195238,356260.648864
2030,365284.901499,358515.700994
2031,370410.831515,362564.905497
