year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,482625
2004,,0,0,0,0,0,542157
2005,,0,0,0,0,0,496027
2006,,0,0,0,0,0,436776
2007,,0,0,0,0,0,477515
2008,,0,0,0,0,0,460497
2009,,0,0,0,0,0,476556
2010,,0,0,0,0,0,459051
2011,,0,0,0,0,0,493854
2012,,0,0,0,0,0,543040
2013,,0,0,0,0,0,537849
2014,start of forecast,0,0,0,0,0,496000
2015,,0,0,0,0,0,497000
2016,,0,0,0,0,0,498000
2017,,0,0,0,0,0,498000
2018,,0,0,0,0,0,499000
2019,,0,0,0,0,0,500000
2020,,0,0,0,0,0,500000
2021,,0,0,0,0,0,501000
2022,,0,0,0,0,0,502000
2023,,0,0,0,0,0,503000
2024,,0,0,0,0,0,504000
2025,,0,0,0,0,0,505000
2026,,0,0,0,0,0,506000
2027,,0,0,0,0,0,506000
2028,,0,0,0,0,0,507000
2029,,0,0,0,0,0,508000
2030,,0,0,0,0,0,509000
2031,,0,0,0,0,0,510000
2032,,0,0,0,0,0,510000
2033,,0,0,0,0,0,511000
2034,,0,0,0,0,0,512000
2035,,0,0,0,0,0,513000
2036,,0,0,0,0,0,513000
2037,,0,0,0,0,0,514000
2038,,0,0,0,0,0,515000
2039,,0,0,0,0,0,515000
2040,,0,0,0,0,0,516000
