year,Base case diesel consumed,Modeled residential ashp
2017,39608.6363896,5029.66804133
2018,39608.6363896,5029.66804133
2019,39608.6363896,5029.66804133
2020,40696.3060499,6117.33770168
2021,40696.3060499,6117.33770168
2022,40696.3060499,6117.33770168
2023,40696.3060499,6117.33770168
2024,40696.3060499,6117.33770168
2025,41783.9757103,7205.00736204
2026,41783.9757103,7205.00736204
2027,41783.9757103,7205.00736204
2028,41783.9757103,7205.00736204
2029,42871.6453706,8292.67702239
2030,43959.315031,9380.34668274
2031,43959.315031,9380.34668274
