year,Base case cost,Modeled solar power (pv)
2016,261176.644889,270334.892342
2017,311538.06072,320316.312739
2018,347845.127946,356360.179925
2019,399377.739494,407515.166297
2020,422801.653834,430785.290779
2021,439198.393872,447084.88602
2022,450910.351042,458737.171135
2023,460279.916777,468065.957332
2024,467307.091079,475070.804538
2025,475505.461098,483238.73787
2026,486046.222551,493732.513939
2027,494244.59257,501902.038225
2028,501271.766872,508909.579807
2029,510641.332608,518243.209472
2030,516497.311193,524089.179628
2031,527038.072646,534587.147981
2032,537578.834099,545086.056268
2033,548119.595552,555585.892189
2034,559831.552722,567249.737053
2035,566858.727024,574261.981835
