year,Base case cost,Modeled biomass for heat (cordwood)
2017,357193.988371,408331.795707
2018,377719.708371,423588.142045
2019,406852.988371,445242.311042
2020,420095.388371,455085.115131
2021,429365.068371,461975.077994
2022,435986.268371,466896.480038
2023,441283.228371,470833.601674
2024,445255.948371,473786.442901
2025,449890.788371,477231.424332
2026,455849.868371,481660.686172
2027,460484.708371,485105.667603
2028,464457.428371,488058.50883
2029,469754.388371,491995.630466
2030,473064.988371,494456.331488
2031,479024.068371,498885.593329
2032,,
2033,,
2034,,
2035,,
2036,,
