year,Base case cost,Modeled wind power
2019,399377.739494,656378.847953
2020,422801.653834,676264.405647
2021,439198.393872,690184.296033
2022,450910.351042,700127.07488
2023,460279.916777,708081.297958
2024,467307.091079,714046.965266
2025,475505.461098,721006.910459
2026,486046.222551,729955.411422
2027,494244.59257,736915.356615
2028,501271.766872,742881.023923
2029,510641.332608,750835.247
2030,516497.311193,755806.636424
2031,527038.072646,764755.137386
2032,537578.834099,773703.638349
2033,548119.595552,782652.139311
2034,559831.552722,792594.918158
2035,566858.727024,798560.585466
2036,577399.488477,807509.086429
2037,584426.662778,813474.753737
2038,596138.619948,823417.532584
