year,Base case cost,Modeled water and wastewater efficiency
2017,57800.8847677,48617.1469978
2018,60900.5021535,50479.3953829
2019,65033.7117925,53041.2795066
2020,66972.8502512,54136.6340482
2021,68334.3157974,54849.5026437
2022,69349.024373,55334.7131994
2023,70017.6912516,55592.484
2024,70570.4164972,55777.2646101
2025,71237.5079488,56043.4813839
2026,72018.6061446,56390.8782523
2027,72684.5350855,56665.2284451
2028,73235.3159147,56866.4722948
2029,74011.5337284,57224.5478081
2030,74443.9262801,57355.4524825
2031,75334.9195369,57798.3099614
