year,Base case cost,Modeled residential energy efficiency
2017,371431.39966,361734.951438
2018,399830.890699,384681.935773
2019,425774.639605,403875.138822
2020,448336.353409,422531.979474
2021,467705.414658,438768.803379
2022,485169.150523,453576.138397
2023,489801.093103,456026.771741
2024,504519.072169,468741.769204
2025,520214.364617,482315.660773
2026,525857.841071,485718.62334
2027,541878.228194,499674.742637
2028,557263.506855,513171.337962
2029,574534.971298,528285.002636
2030,577965.137938,530027.713524
2031,596419.238716,546227.958476
2032,614255.341277,561983.294805
2033,621389.438495,566913.091231
2034,640510.838868,583854.100687
2035,657128.055245,598758.33045
2036,664535.9164,604031.952399
