year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,712564
2004,,0,0,122722,0,0,584827
2005,,0,0,98966,0,0,563996
2006,,0,0,0,0,0,587080
2007,,0,0,0,0,0,572457
2008,,0,0,0,0,0,584183
2009,,0,0,1198,0,0,599113
2010,,0,0,0,0,0,613677
2011,,0,0,0,0,0,617132
2012,,0,0,0,0,0,618051
2013,,0,0,0,0,0,633932
2014,start of forecast,0,0,79716,0,0,549284
2015,,0,0,79716,0,0,554284
2016,,0,0,79716,0,0,559284
2017,,0,0,79716,0,0,564284
2018,,0,0,79716,0,0,570284
2019,,0,0,79716,0,0,575284
2020,,0,0,79716,0,0,581284
2021,,0,0,79716,0,0,586284
2022,,0,0,79716,0,0,592284
2023,,0,0,79716,0,0,597284
2024,,0,0,79716,0,0,602284
2025,,0,0,79716,0,0,608284
2026,,0,0,79716,0,0,613284
2027,,0,0,79716,0,0,618284
2028,,0,0,79716,0,0,623284
2029,,0,0,79716,0,0,629284
2030,,0,0,79716,0,0,635284
2031,,0,0,79716,0,0,641284
2032,,0,0,79716,0,0,645284
2033,,0,0,79716,0,0,650284
2034,,0,0,79716,0,0,655284
2035,,0,0,79716,0,0,659284
2036,,0,0,79716,0,0,664284
2037,,0,0,79716,0,0,670284
2038,,0,0,79716,0,0,675284
2039,,0,0,79716,0,0,680284
2040,,0,0,79716,0,0,684284
