year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,59917.317008,44338.8145859
2018,59917.317008,44338.8145859
2019,59917.317008,44338.8145859
2020,59917.317008,44338.8145859
2021,59917.317008,44338.8145859
2022,59917.317008,44338.8145859
2023,59917.317008,44338.8145859
2024,59917.317008,44338.8145859
2025,59917.317008,44338.8145859
2026,59917.317008,44338.8145859
2027,59917.317008,44338.8145859
2028,59917.317008,44338.8145859
2029,59917.317008,44338.8145859
2030,59917.317008,44338.8145859
2031,59917.317008,44338.8145859
