year,Base case cost,Modeled water and wastewater efficiency
2017,30386.3423231,18039.5953252
2018,31599.7328841,18802.4338869
2019,33201.423556,19818.3206482
2020,34084.1510325,20367.9310953
2021,34758.6372515,20779.6421203
2022,35402.1629695,21168.130267
2023,35835.1059053,21428.5803581
2024,36147.8910296,21613.4926878
2025,36564.9515716,21865.3801422
2026,37059.4611824,22162.8842385
2027,37829.0566907,22621.7003239
2028,38232.5831339,22863.9863488
2029,38749.0829849,23175.6646108
2030,39057.8666234,23360.2152436
2031,39475.7147057,23614.7564881
