year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,57333.33,4182.31,54943.29,33091.15
2018,57416.67,4209.1,54943.29,33930.73
2019,57500.0,4235.18,54943.29,33930.73
2020,57666.67,4259.85,54943.29,33930.73
2021,57750.0,4289.38,54943.29,34770.3
2022,57916.67,4324.74,54943.29,34770.3
2023,58083.33,4345.02,54943.29,35609.88
2024,58083.33,4361.19,54943.29,35609.88
2025,58166.67,4379.14,54943.29,35609.88
2026,58333.33,4405.74,54943.29,36449.46
2027,58583.33,4463.32,54943.29,37289.04
2028,58666.67,4483.76,54943.29,37289.04
2029,58833.33,4511.61,54943.29,37289.04
2030,58916.67,4525.99,54943.29,38128.62
2031,59000.0,4542.27,54943.29,38128.62
