year,Base case cost,Modeled non-residential energy efficiency
2017,266032.35409,325453.470191
2018,281898.833731,339088.202744
2019,303782.245465,358518.611738
2020,314288.429517,367099.085423
2021,321069.201676,372092.958401
2022,326322.293702,375697.131761
2023,330262.112722,378073.517401
2024,332995.862298,379302.684489
2025,336828.477754,381662.952753
2026,340982.703901,384298.785432
2027,344815.319356,386721.275471
2028,348098.501872,388624.353954
2029,352145.524455,391268.906349
2030,354772.070468,392599.138896
2031,358819.093051,395300.281623
