year,Base case diesel consumed,Modeled residential ashp
2017,5288.90559821,-27802.2408421
2018,5423.09422333,-27668.0522169
2019,5423.09422333,-27668.0522169
2020,5423.09422333,-27668.0522169
2021,5557.28284845,-27533.8635918
2022,5557.28284845,-27533.8635918
2023,5691.47147357,-27399.6749667
2024,5691.47147357,-27399.6749667
2025,5691.47147357,-27399.6749667
2026,5825.66009869,-27265.4863416
2027,5959.84872381,-27131.2977165
2028,5959.84872381,-27131.2977165
2029,5959.84872381,-27131.2977165
2030,6094.03734892,-26997.1090913
2031,6094.03734892,-26997.1090913
