year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,54943.293962,40645.4175319
2018,54943.293962,40645.4175319
2019,54943.293962,40645.4175319
2020,54943.293962,40645.4175319
2021,54943.293962,40645.4175319
2022,54943.293962,40645.4175319
2023,54943.293962,40645.4175319
2024,54943.293962,40645.4175319
2025,54943.293962,40645.4175319
2026,54943.293962,40645.4175319
2027,54943.293962,40645.4175319
2028,54943.293962,40645.4175319
2029,54943.293962,40645.4175319
2030,54943.293962,40645.4175319
2031,54943.293962,40645.4175319
