year,Base case diesel consumed,Modeled residential ashp
2017,112307.425624,10346.6899529
2018,112307.425624,10346.6899529
2019,113752.179326,11791.4436545
2020,113752.179326,11791.4436545
2021,115196.933027,13236.1973561
2022,115196.933027,13236.1973561
2023,116641.686729,14680.9510577
2024,118086.440431,16125.7047592
2025,118086.440431,16125.7047592
2026,119531.194132,17570.4584608
2027,119531.194132,17570.4584608
2028,119531.194132,17570.4584608
2029,119531.194132,17570.4584608
2030,118086.440431,16125.7047592
2031,118086.440431,16125.7047592
