year,Base case cost,Modeled diesel efficiency
2019,523712.48423,719437.692774
2020,549972.43775,737607.203549
2021,572736.825167,752732.595102
2022,590473.267644,763417.662917
2023,605719.954478,771966.792403
2024,618617.630611,778504.945759
2025,632191.994138,785779.839954
2026,646770.724235,794086.515836
2027,656831.035529,798401.476888
2028,665012.248998,801121.388492
2029,675999.25641,806502.589589
2030,678082.061489,803897.037572
2031,690306.626306,810616.712675
2032,703830.334253,818620.401216
2033,716521.190999,825967.513004
2034,728012.569969,832322.39433
2035,734377.760102,834113.006155
2036,744065.557078,839017.824135
2037,748174.070229,838942.025383
2038,757741.650841,843918.331113
