year,Base case diesel consumed,Modeled diesel efficiency
2019,122362.72996,111238.845418
2020,122216.097278,111105.54298
2021,123169.209713,111972.00883
2022,124049.005807,112771.823461
2023,125148.750925,113771.59175
2024,126248.496043,114771.360039
2025,127201.608478,115637.82589
2026,127568.190184,115971.081986
2027,127788.139208,116171.035644
2028,127641.506526,116037.733205
2029,127788.139208,116171.035644
2030,126981.659455,115437.872232
2031,127128.292137,115571.17467
2032,127274.92482,115704.477109
2033,127494.873843,115904.430767
2034,127274.92482,115704.477109
2035,127054.975796,115504.523451
2036,126541.761408,115037.964916
2037,125955.230678,114504.755162
2038,125661.965314,114238.150285
