year,Base case cost,Modeled residential energy efficiency
2017,949251.860419,883218.592782
2018,1000576.21207,924010.21742
2019,1080689.82801,991005.337681
2020,1113332.14491,1016329.6407
2021,1148888.29415,1046293.213
2022,1165400.10053,1058217.83303
2023,1191038.01203,1080033.21044
2024,1213881.75648,1099578.36044
2025,1224631.91245,1106833.89245
2026,1254017.23066,1132048.25339
2027,1264888.70804,1139509.28698
2028,1275760.18542,1147010.93678
2029,1288184.731,1155865.6782
2030,1281454.16544,1146322.9656
2031,1295275.79454,1156411.71114
2032,1325458.36773,1182658.70017
2033,1339435.98151,1192976.44504
2034,1354966.66348,1204642.84622
2035,1349026.5744,1195831.44291
2036,1364383.94007,1207392.528
