year,Base case cost,Modeled non-residential energy efficiency
2017,988946.992913,998008.672819
2018,1044618.64558,1046309.02528
2019,1117787.10337,1110573.8289
2020,1152780.71362,1140179.01995
2021,1176639.99334,1159711.56387
2022,1194136.79846,1173509.34013
2023,1206861.74764,1183017.52598
2024,1216405.45953,1189681.32648
2025,1227539.79006,1197838.70466
2026,1243445.97654,1210381.28471
2027,1254580.30707,1218629.79382
2028,1265714.63761,1226922.27282
2029,1278439.58679,1236704.05652
2030,1286392.68003,1242188.67707
2031,1300708.24785,1253499.70925
