year,Base case diesel consumed,Modeled non-residential ashp
2017,103579.835466,72505.8848265
2018,103579.835466,72505.8848265
2019,103579.835466,72505.8848265
2020,103579.835466,72505.8848265
2021,103579.835466,72505.8848265
2022,103579.835466,72505.8848265
2023,103579.835466,72505.8848265
2024,103579.835466,72505.8848265
2025,103579.835466,72505.8848265
2026,103579.835466,72505.8848265
2027,103579.835466,72505.8848265
2028,103579.835466,72505.8848265
2029,103579.835466,72505.8848265
2030,103579.835466,72505.8848265
2031,103579.835466,72505.8848265
