year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,64258.34,642681.98,670400.96,62136.16,346265.01,278850.9
2018,67894.51,678934.92,706087.22,65640.25,365683.72,294489.0
2019,72684.31,726581.65,762675.81,70264.03,391205.46,318014.01
2020,74959.12,749369.21,785395.74,72448.24,403411.5,327936.41
2021,76540.78,764906.19,811058.57,73989.62,411733.81,337829.73
2022,77707.05,776299.97,822562.81,75130.82,417836.83,342837.29
2023,78569.73,784586.35,841350.72,75985.4,422275.39,349687.29
2024,79227.45,790801.14,858204.35,76644.55,425604.31,355677.41
2025,79981.32,798051.73,865708.86,77390.65,429488.06,358923.05
2026,81030.78,808409.72,887152.46,78409.74,435036.26,366864.77
2027,81764.82,815660.31,894748.79,79122.11,438920.0,370139.92
2028,82487.06,822910.89,902345.12,79814.4,442803.74,373415.07
2029,83323.26,831197.28,911026.64,80623.96,447242.31,377158.1
2030,83814.88,836376.27,905375.57,81077.21,450016.41,376078.59
2031,84755.17,845698.46,915024.24,81987.19,455009.79,380251.56
2032,,,937071.19,,,388387.17
2033,,,946837.9,,,392598.08
2034,,,957689.8,,,397276.86
2035,,,952546.8,,,396479.77
2036,,,963267.54,,,401116.4
