year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,103579.835466,76649.0782451
2018,103579.835466,76649.0782451
2019,103579.835466,76649.0782451
2020,103579.835466,76649.0782451
2021,103579.835466,76649.0782451
2022,103579.835466,76649.0782451
2023,103579.835466,76649.0782451
2024,103579.835466,76649.0782451
2025,103579.835466,76649.0782451
2026,103579.835466,76649.0782451
2027,103579.835466,76649.0782451
2028,103579.835466,76649.0782451
2029,103579.835466,76649.0782451
2030,103579.835466,76649.0782451
2031,103579.835466,76649.0782451
