year,Base case cost,Modeled solar power (pv)
2016,362795.540539,
2017,420019.334291,
2018,464064.807368,
2019,523712.48423,
2020,549972.43775,
2021,572736.825167,
2022,590473.267644,
2023,605719.954478,
2024,618617.630611,
2025,632191.994138,
2026,646770.724235,
2027,656831.035529,
2028,665012.248998,
2029,675999.25641,
2030,678082.061489,
2031,690306.626306,
2032,703830.334253,
2033,716521.190999,
2034,728012.569969,
2035,734377.760102,
