year,Base case cost,Modeled water and wastewater efficiency
2017,72795.1527738,54915.1556855
2018,77786.4635552,58517.6783272
2019,84623.7954061,63450.0553256
2020,88145.7502633,65994.3298715
2021,90950.687362,68023.4954361
2022,93037.52657,69532.4722244
2023,94741.1225093,70765.9138844
2024,96347.0849813,71929.4304752
2025,98101.7557488,73199.9077238
2026,100122.859012,74663.2322925
2027,102653.908989,76499.9324478
2028,104431.528807,77788.1576423
2029,106545.040659,79318.3798955
2030,108041.669276,80404.2879171
2031,110719.430199,82344.3009346
