year,Base case cost,Modeled solar power (pv)
2016,166335.487675,175700.398201
2017,197572.198975,206488.712822
2018,220999.732451,229591.377
2019,254062.377422,262196.225189
2020,268915.254871,276861.824064
2021,279367.851579,287198.43383
2022,287193.281595,294943.73992
2023,292671.082607,300376.443593
2024,297675.132247,305347.454257
2025,303158.621526,310787.71641
2026,309425.466415,317001.399022
2027,315235.624734,322770.326612
2028,319940.634059,327445.762781
2029,326552.0254,334007.058927
2030,329691.948721,337140.174792
2031,337105.385692,344494.86069
2032,343391.733211,350734.064187
2033,350463.87417,357749.802472
2034,357905.752476,365136.470952
2035,362625.388772,369832.483375
