year,Base case cost,Modeled non-residential energy efficiency
2017,556291.792473,865310.608753
2018,682110.518108,977415.399304
2019,858256.733996,1134362.10607
2020,937941.926898,1205361.80676
2021,996657.332194,1257677.37568
2022,1038596.90741,1295045.6392
2023,1067954.61005,1321203.42366
2024,1093118.35518,1343624.38177
2025,1122476.05783,1369782.16623
2026,1156027.718,1399676.77705
2027,1185385.42065,1425834.56151
2028,1210549.16577,1448255.51962
2029,1244100.82594,1478150.13043
2030,1265070.61355,1496834.26219
2031,1298622.27372,1526728.873
