year,Base case cost,Modeled transmission and interties
2021,2608550.17262,
2022,2633843.5394,
2023,2637232.66392,
2024,2631580.66696,
2025,2632687.47857,
2026,2637684.9792,
2027,2632678.40634,
2028,2619033.77807,
2029,2623932.78024,
2030,2607614.43729,
2031,2604835.74399,
2032,2597419.84705,
2033,2586921.98526,
2034,2573904.63663,
2035,2543248.28811,
2036,2528719.7658,
2037,2498125.62683,
2038,2479863.2354,
2039,2445511.89874,
2040,2419562.73961,
