year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,11209.0281365,7285.8682887
2018,11219.8271084,7292.88762048
2019,11230.2390922,7299.65540995
2020,11240.5092248,7306.33099614
2021,11250.7865634,7313.01126622
2022,11260.736163,7319.47850598
2023,11270.3006427,7325.69541777
2024,11280.0295256,7332.01919167
2025,11289.4433468,7338.13817542
2026,11298.9915463,7344.34450508
2027,11308.8628142,7350.76082921
2028,11318.8928807,7357.28037243
2029,11327.4876213,7362.86695385
2030,11336.2989419,7368.59431224
2031,11345.6399025,7374.66593665
