year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,243576.071555,180246.292951
2018,243576.071555,180246.292951
2019,243576.071555,180246.292951
2020,243576.071555,180246.292951
2021,243576.071555,180246.292951
2022,243576.071555,180246.292951
2023,243576.071555,180246.292951
2024,243576.071555,180246.292951
2025,243576.071555,180246.292951
2026,243576.071555,180246.292951
2027,243576.071555,180246.292951
2028,243576.071555,180246.292951
2029,243576.071555,180246.292951
2030,243576.071555,180246.292951
2031,243576.071555,180246.292951
