year,Base case cost,Modeled non-residential energy efficiency
2017,388073.477282,385216.209566
2018,410102.03906,404514.795861
2019,439947.187276,430661.267615
2020,453448.563849,442489.433409
2021,463396.946588,451204.923994
2022,470502.934258,457430.274412
2023,475477.125627,461788.019704
2024,479740.718229,465523.229955
2025,484714.909599,469880.975247
2026,491110.298502,475483.790623
2027,496084.489871,479841.535915
2028,500348.082473,483576.746166
2029,506032.87261,488557.0265
2030,508875.267678,491047.166667
2031,515270.656581,496649.982043
