year,Base case diesel consumed,Modeled non-residential ashp
2017,100297.906688,89306.0175895
2018,102801.915198,91810.0261
2019,104053.919453,93062.0303552
2020,105305.923708,94314.0346104
2021,107809.932219,96818.0431209
2022,109061.936474,98070.0473761
2023,110313.940729,99322.0516313
2024,111565.944985,100574.055887
2025,114069.953495,103078.064397
2026,115321.95775,104330.068652
2027,117825.966261,106834.077163
2028,119077.970516,108086.081418
2029,121581.979026,110590.089928
2030,122833.983282,111842.094184
2031,125337.991792,114346.102694
