year,Base case cost,Modeled diesel efficiency
2019,297490.992261,487037.337547
2020,319921.863132,507429.038339
2021,337249.66624,523181.586619
2022,350820.940788,535519.108935
2023,361782.011756,545483.718906
2024,371946.170061,554723.86282
2025,383599.327687,565317.64248
2026,397394.974612,577859.139684
2027,411005.996302,590232.795766
2028,423026.948992,601160.934576
2029,438915.313499,615604.902309
2030,448827.466785,624615.95075
2031,464567.501816,638925.073506
2032,480137.162246,653079.31026
2033,496388.321081,667853.09102
2034,513794.56196,683676.946365
2035,526771.345042,695474.021893
2036,543767.531796,710925.10076
2037,557581.749359,723483.480363
2038,574101.46477,738501.403464
