year,Base case cost,Modeled water and wastewater efficiency
2017,81601.6524459,41123.0475207
2018,87352.0142324,41926.4339156
2019,95026.5437644,42980.2611309
2020,99034.4277206,43601.6666095
2021,102075.446446,44082.491946
2022,104399.552093,44466.5554243
2023,106242.090251,44793.359318
2024,107928.586337,45102.1221311
2025,109838.08994,45446.3099675
2026,112157.343033,45851.7304032
2027,114340.053429,46268.6329568
2028,116203.498325,46623.5957426
2029,118708.893531,47101.9413814
2030,120254.547298,47419.5149948
2031,122733.863255,47865.5900978
